Number,Brand,Product,Vendor API Game Name,Vendor Game Name,Game Type,Sub Game Type,Min Limit,Max Limit,Vendor API Product Name,Vendor Bet Type,BetType,Sub Bet Type,Payout (Decimal Odd),Min Bet,Max Bet,Decks of Card,Margin,Time (Sec),Note for Mark
4695,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (29,30,32,33)",Corner (29 30 32 33),Corner,"Corner (29,30,32,33)",9,50,1600,N/A,,30,
4696,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (31,32,34,35)",Corner (31 32 34 35),Corner,"Corner (31,32,34,35)",9,50,1600,N/A,,30,
4697,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,"Corner (32,33,35,36)",Corner (32 33 35 36),Corner,"Corner (32,33,35,36)",9,50,1600,N/A,,30,
4698,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (1-6),Line (1-6),Line,Line (1-6),6,50,2400,N/A,,30,
4699,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (4-9),Line (4-9),Line,Line (4-9),6,50,2400,N/A,,30,
4700,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (7-12),Line (7-12),Line,Line (7-12),6,50,2400,N/A,,30,
4701,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (10-15),Line (10-15),Line,Line (10-15),6,50,2400,N/A,,30,
4702,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (13-18),Line (13-18),Line,Line (13-18),6,50,2400,N/A,,30,
4703,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (16-21),Line (16-21),Line,Line (16-21),6,50,2400,N/A,,30,
4704,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (19-24),Line (19-24),Line,Line (19-24),6,50,2400,N/A,,30,
4705,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (22-27),Line (22-27),Line,Line (22-27),6,50,2400,N/A,,30,
4706,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (25-30),Line (25-30),Line,Line (25-30),6,50,2400,N/A,,30,
4707,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (28-33),Line (28-33),Line,Line (28-33),6,50,2400,N/A,,30,
4708,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,Line (31-36),Line (31-36),Line,Line (31-36),6,50,2400,N/A,,30,
4709,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,1st12,1st12,Dozen/Row,Dozen (1st),3,50,2500,N/A,,30,
4710,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,2nd12,2nd12,Dozen/Row,Dozen (2nd),3,50,2500,N/A,,30,
4711,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,3rd12,3rd12,Dozen/Row,Dozen (3rd),3,50,2500,N/A,,30,
4712,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,2:1(1st),2:1(1st),Dozen/Row,Row (1st),3,50,2500,N/A,,30,
4713,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,2:1(2nd),2:1(2nd),Dozen/Row,Row (2nd),3,50,2500,N/A,,30,
4714,FUN88,GD,Roulette,Roulette,Roulette,Roulette,50,5000,2:1(3rd),2:1(3rd),Dozen/Row,Row (3rd),3,50,2500,N/A,,30,
4715,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Odd,Odd,Odd/Even,Odd,2,1000,30000,N/A,,30,
4716,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Even,Even,Odd/Even,Even,2,1000,30000,N/A,,30,
4717,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Black,Black,Black/Red,Black,2,1000,30000,N/A,,30,
4718,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Red,Red,Black/Red,Red,2,1000,30000,N/A,,30,
4719,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,1-18,1-18,High/Low,High Low (1-18),2,1000,30000,N/A,,30,
4720,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,19-36,19-36,High/Low,High Low (19-36),2,1000,30000,N/A,,30,
4721,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 0,Straight 0,Straight,Straight (0),36,100,500,N/A,,30,
4722,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 1,Straight 1,Straight,Straight (1),36,100,500,N/A,,30,
4723,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 2,Straight 2,Straight,Straight (2),36,100,500,N/A,,30,
4724,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 3,Straight 3,Straight,Straight (3),36,100,500,N/A,,30,
4725,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 4,Straight 4,Straight,Straight (4),36,100,500,N/A,,30,
4726,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 5,Straight 5,Straight,Straight (5),36,100,500,N/A,,30,
4727,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 6,Straight 6,Straight,Straight (6),36,100,500,N/A,,30,
4728,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 7,Straight 7,Straight,Straight (7),36,100,500,N/A,,30,
4729,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 8,Straight 8,Straight,Straight (8),36,100,500,N/A,,30,
4730,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 9,Straight 9,Straight,Straight (9),36,100,500,N/A,,30,
4731,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 10,Straight 10,Straight,Straight (10),36,100,500,N/A,,30,
4732,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 11,Straight 11,Straight,Straight (11),36,100,500,N/A,,30,
4733,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 12,Straight 12,Straight,Straight (12),36,100,500,N/A,,30,
4734,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 13,Straight 13,Straight,Straight (13),36,100,500,N/A,,30,
4735,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 14,Straight 14,Straight,Straight (14),36,100,500,N/A,,30,
4736,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 15,Straight 15,Straight,Straight (15),36,100,500,N/A,,30,
4737,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 16,Straight 16,Straight,Straight (16),36,100,500,N/A,,30,
4738,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 17,Straight 17,Straight,Straight (17),36,100,500,N/A,,30,
4739,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 18,Straight 18,Straight,Straight (18),36,100,500,N/A,,30,
4740,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 19,Straight 19,Straight,Straight (19),36,100,500,N/A,,30,
4741,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 20,Straight 20,Straight,Straight (20),36,100,500,N/A,,30,
4742,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 21,Straight 21,Straight,Straight (21),36,100,500,N/A,,30,
4743,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 22,Straight 22,Straight,Straight (22),36,100,500,N/A,,30,
4744,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 23,Straight 23,Straight,Straight (23),36,100,500,N/A,,30,
4745,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 24,Straight 24,Straight,Straight (24),36,100,500,N/A,,30,
4746,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 25,Straight 25,Straight,Straight (25),36,100,500,N/A,,30,
4747,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 26,Straight 26,Straight,Straight (26),36,100,500,N/A,,30,
4748,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 27,Straight 27,Straight,Straight (27),36,100,500,N/A,,30,
4749,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 28,Straight 28,Straight,Straight (28),36,100,500,N/A,,30,
4750,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 29,Straight 29,Straight,Straight (29),36,100,500,N/A,,30,
4751,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 30,Straight 30,Straight,Straight (30),36,100,500,N/A,,30,
4752,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 31,Straight 31,Straight,Straight (31),36,100,500,N/A,,30,
4753,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 32,Straight 32,Straight,Straight (32),36,100,500,N/A,,30,
4754,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 33,Straight 33,Straight,Straight (33),36,100,500,N/A,,30,
4755,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 34,Straight 34,Straight,Straight (34),36,100,500,N/A,,30,
4756,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 35,Straight 35,Straight,Straight (35),36,100,500,N/A,,30,
4757,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 36,Straight 36,Straight,Straight (36),36,100,500,N/A,,30,
4758,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 0,Straight 0,Straight (31/47/71),Straight (0),33.00,100,500,N/A,,30,
4759,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 1,Straight 1,Straight (31/47/71),Straight (1),33.00,100,500,N/A,,30,
4760,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 2,Straight 2,Straight (31/47/71),Straight (2),33.00,100,500,N/A,,30,
4761,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 3,Straight 3,Straight (31/47/71),Straight (3),33.00,100,500,N/A,,30,
4762,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 4,Straight 4,Straight (31/47/71),Straight (4),33.00,100,500,N/A,,30,
4763,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 5,Straight 5,Straight (31/47/71),Straight (5),33.00,100,500,N/A,,30,
4764,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 6,Straight 6,Straight (31/47/71),Straight (6),33.00,100,500,N/A,,30,
4765,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 7,Straight 7,Straight (31/47/71),Straight (7),33.00,100,500,N/A,,30,
4766,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 8,Straight 8,Straight (31/47/71),Straight (8),33.00,100,500,N/A,,30,
4767,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 9,Straight 9,Straight (31/47/71),Straight (9),33.00,100,500,N/A,,30,
4768,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 10,Straight 10,Straight (31/47/71),Straight (10),33.00,100,500,N/A,,30,
4769,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 11,Straight 11,Straight (31/47/71),Straight (11),33.00,100,500,N/A,,30,
4770,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 12,Straight 12,Straight (31/47/71),Straight (12),33.00,100,500,N/A,,30,
4771,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 13,Straight 13,Straight (31/47/71),Straight (13),33.00,100,500,N/A,,30,
4772,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 14,Straight 14,Straight (31/47/71),Straight (14),33.00,100,500,N/A,,30,
4773,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 15,Straight 15,Straight (31/47/71),Straight (15),33.00,100,500,N/A,,30,
4774,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 16,Straight 16,Straight (31/47/71),Straight (16),33.00,100,500,N/A,,30,
4775,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 17,Straight 17,Straight (31/47/71),Straight (17),33.00,100,500,N/A,,30,
4776,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 18,Straight 18,Straight (31/47/71),Straight (18),33.00,100,500,N/A,,30,
4777,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 19,Straight 19,Straight (31/47/71),Straight (19),33.00,100,500,N/A,,30,
4778,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 20,Straight 20,Straight (31/47/71),Straight (20),33.00,100,500,N/A,,30,
4779,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 21,Straight 21,Straight (31/47/71),Straight (21),33.00,100,500,N/A,,30,
4780,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 22,Straight 22,Straight (31/47/71),Straight (22),33.00,100,500,N/A,,30,
4781,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 23,Straight 23,Straight (31/47/71),Straight (23),33.00,100,500,N/A,,30,
4782,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 24,Straight 24,Straight (31/47/71),Straight (24),33.00,100,500,N/A,,30,
4783,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 25,Straight 25,Straight (31/47/71),Straight (25),33.00,100,500,N/A,,30,
4784,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 26,Straight 26,Straight (31/47/71),Straight (26),33.00,100,500,N/A,,30,
4785,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 27,Straight 27,Straight (31/47/71),Straight (27),33.00,100,500,N/A,,30,
4786,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 28,Straight 28,Straight (31/47/71),Straight (28),33.00,100,500,N/A,,30,
4787,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 29,Straight 29,Straight (31/47/71),Straight (29),33.00,100,500,N/A,,30,
4788,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 30,Straight 30,Straight (31/47/71),Straight (30),33.00,100,500,N/A,,30,
4789,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 31,Straight 31,Straight (31/47/71),Straight (31),33.00,100,500,N/A,,30,
4790,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 32,Straight 32,Straight (31/47/71),Straight (32),33.00,100,500,N/A,,30,
4791,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 33,Straight 33,Straight (31/47/71),Straight (33),33.00,100,500,N/A,,30,
4792,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 34,Straight 34,Straight (31/47/71),Straight (34),33.00,100,500,N/A,,30,
4793,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 35,Straight 35,Straight (31/47/71),Straight (35),33.00,100,500,N/A,,30,
4794,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 36,Straight 36,Straight (31/47/71),Straight (36),33.00,100,500,N/A,,30,
4795,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 0,Straight 0,Straight (31/47/71),Straight (0),48.00,100,500,N/A,,30,
4796,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 1,Straight 1,Straight (31/47/71),Straight (1),48.00,100,500,N/A,,30,
4797,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 2,Straight 2,Straight (31/47/71),Straight (2),48.00,100,500,N/A,,30,
4798,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 3,Straight 3,Straight (31/47/71),Straight (3),48.00,100,500,N/A,,30,
4799,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 4,Straight 4,Straight (31/47/71),Straight (4),48.00,100,500,N/A,,30,
4800,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 5,Straight 5,Straight (31/47/71),Straight (5),48.00,100,500,N/A,,30,
4801,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 6,Straight 6,Straight (31/47/71),Straight (6),48.00,100,500,N/A,,30,
4802,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 7,Straight 7,Straight (31/47/71),Straight (7),48.00,100,500,N/A,,30,
4803,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 8,Straight 8,Straight (31/47/71),Straight (8),48.00,100,500,N/A,,30,
4804,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 9,Straight 9,Straight (31/47/71),Straight (9),48.00,100,500,N/A,,30,
4805,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 10,Straight 10,Straight (31/47/71),Straight (10),48.00,100,500,N/A,,30,
4806,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 11,Straight 11,Straight (31/47/71),Straight (11),48.00,100,500,N/A,,30,
4807,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 12,Straight 12,Straight (31/47/71),Straight (12),48.00,100,500,N/A,,30,
4808,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 13,Straight 13,Straight (31/47/71),Straight (13),48.00,100,500,N/A,,30,
4809,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 14,Straight 14,Straight (31/47/71),Straight (14),48.00,100,500,N/A,,30,
4810,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 15,Straight 15,Straight (31/47/71),Straight (15),48.00,100,500,N/A,,30,
4811,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 16,Straight 16,Straight (31/47/71),Straight (16),48.00,100,500,N/A,,30,
4812,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 17,Straight 17,Straight (31/47/71),Straight (17),48.00,100,500,N/A,,30,
4813,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 18,Straight 18,Straight (31/47/71),Straight (18),48.00,100,500,N/A,,30,
4814,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 19,Straight 19,Straight (31/47/71),Straight (19),48.00,100,500,N/A,,30,
4815,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 20,Straight 20,Straight (31/47/71),Straight (20),48.00,100,500,N/A,,30,
4816,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 21,Straight 21,Straight (31/47/71),Straight (21),48.00,100,500,N/A,,30,
4817,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 22,Straight 22,Straight (31/47/71),Straight (22),48.00,100,500,N/A,,30,
4818,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 23,Straight 23,Straight (31/47/71),Straight (23),48.00,100,500,N/A,,30,
4819,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 24,Straight 24,Straight (31/47/71),Straight (24),48.00,100,500,N/A,,30,
4820,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 25,Straight 25,Straight (31/47/71),Straight (25),48.00,100,500,N/A,,30,
4821,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 26,Straight 26,Straight (31/47/71),Straight (26),48.00,100,500,N/A,,30,
4822,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 27,Straight 27,Straight (31/47/71),Straight (27),48.00,100,500,N/A,,30,
4823,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 28,Straight 28,Straight (31/47/71),Straight (28),48.00,100,500,N/A,,30,
4824,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 29,Straight 29,Straight (31/47/71),Straight (29),48.00,100,500,N/A,,30,
4825,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 30,Straight 30,Straight (31/47/71),Straight (30),48.00,100,500,N/A,,30,
4826,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 31,Straight 31,Straight (31/47/71),Straight (31),48.00,100,500,N/A,,30,
4827,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 32,Straight 32,Straight (31/47/71),Straight (32),48.00,100,500,N/A,,30,
4828,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 33,Straight 33,Straight (31/47/71),Straight (33),48.00,100,500,N/A,,30,
4829,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 34,Straight 34,Straight (31/47/71),Straight (34),48.00,100,500,N/A,,30,
4830,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 35,Straight 35,Straight (31/47/71),Straight (35),48.00,100,500,N/A,,30,
4831,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 36,Straight 36,Straight (31/47/71),Straight (36),48.00,100,500,N/A,,30,
4832,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 0,Straight 0,Straight (31/47/71),Straight (0),72.00,100,500,N/A,,30,
4833,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 1,Straight 1,Straight (31/47/71),Straight (1),72.00,100,500,N/A,,30,
4834,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 2,Straight 2,Straight (31/47/71),Straight (2),72.00,100,500,N/A,,30,
4835,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 3,Straight 3,Straight (31/47/71),Straight (3),72.00,100,500,N/A,,30,
4836,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 4,Straight 4,Straight (31/47/71),Straight (4),72.00,100,500,N/A,,30,
4837,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 5,Straight 5,Straight (31/47/71),Straight (5),72.00,100,500,N/A,,30,
4838,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 6,Straight 6,Straight (31/47/71),Straight (6),72.00,100,500,N/A,,30,
4839,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 7,Straight 7,Straight (31/47/71),Straight (7),72.00,100,500,N/A,,30,
4840,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 8,Straight 8,Straight (31/47/71),Straight (8),72.00,100,500,N/A,,30,
4841,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 9,Straight 9,Straight (31/47/71),Straight (9),72.00,100,500,N/A,,30,
4842,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 10,Straight 10,Straight (31/47/71),Straight (10),72.00,100,500,N/A,,30,
4843,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 11,Straight 11,Straight (31/47/71),Straight (11),72.00,100,500,N/A,,30,
4844,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 12,Straight 12,Straight (31/47/71),Straight (12),72.00,100,500,N/A,,30,
4845,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 13,Straight 13,Straight (31/47/71),Straight (13),72.00,100,500,N/A,,30,
4846,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 14,Straight 14,Straight (31/47/71),Straight (14),72.00,100,500,N/A,,30,
4847,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 15,Straight 15,Straight (31/47/71),Straight (15),72.00,100,500,N/A,,30,
4848,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 16,Straight 16,Straight (31/47/71),Straight (16),72.00,100,500,N/A,,30,
4849,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 17,Straight 17,Straight (31/47/71),Straight (17),72.00,100,500,N/A,,30,
4850,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 18,Straight 18,Straight (31/47/71),Straight (18),72.00,100,500,N/A,,30,
4851,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 19,Straight 19,Straight (31/47/71),Straight (19),72.00,100,500,N/A,,30,
4852,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 20,Straight 20,Straight (31/47/71),Straight (20),72.00,100,500,N/A,,30,
4853,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 21,Straight 21,Straight (31/47/71),Straight (21),72.00,100,500,N/A,,30,
4854,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 22,Straight 22,Straight (31/47/71),Straight (22),72.00,100,500,N/A,,30,
4855,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 23,Straight 23,Straight (31/47/71),Straight (23),72.00,100,500,N/A,,30,
4856,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 24,Straight 24,Straight (31/47/71),Straight (24),72.00,100,500,N/A,,30,
4857,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 25,Straight 25,Straight (31/47/71),Straight (25),72.00,100,500,N/A,,30,
4858,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 26,Straight 26,Straight (31/47/71),Straight (26),72.00,100,500,N/A,,30,
4859,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 27,Straight 27,Straight (31/47/71),Straight (27),72.00,100,500,N/A,,30,
4860,FUN88,GD,Roulette,Roulette,Roulette,Roulette,100,30000,Straight 28,Straight 28,Straight (31/47/71),Straight (28),72.00,100,500,N/A,,30,
