Number,Brand,Product,Vendor API Game Name,Vendor Game Name,Game Type,Sub Game Type,Min Limit,Max Limit,Vendor API Product Name,Vendor Bet Type,BetType,Sub Bet Type,Payout (Decimal Odd),Min Bet,Max Bet,Decks of Card,Margin,Time (Sec),Note for Mark
3675,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 17,Straight 17,Straight (29/59/89/119),Straight (17),60.00,5,100,N/A,,30,
3676,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 18,Straight 18,Straight (29/59/89/119),Straight (18),60.00,5,100,N/A,,30,
3677,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 19,Straight 19,Straight (29/59/89/119),Straight (19),60.00,5,100,N/A,,30,
3678,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 20,Straight 20,Straight (29/59/89/119),Straight (20),60.00,5,100,N/A,,30,
3679,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 21,Straight 21,Straight (29/59/89/119),Straight (21),60.00,5,100,N/A,,30,
3680,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 22,Straight 22,Straight (29/59/89/119),Straight (22),60.00,5,100,N/A,,30,
3681,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 23,Straight 23,Straight (29/59/89/119),Straight (23),60.00,5,100,N/A,,30,
3682,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 24,Straight 24,Straight (29/59/89/119),Straight (24),60.00,5,100,N/A,,30,
3683,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 25,Straight 25,Straight (29/59/89/119),Straight (25),60.00,5,100,N/A,,30,
3684,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 26,Straight 26,Straight (29/59/89/119),Straight (26),60.00,5,100,N/A,,30,
3685,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 27,Straight 27,Straight (29/59/89/119),Straight (27),60.00,5,100,N/A,,30,
3686,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 28,Straight 28,Straight (29/59/89/119),Straight (28),60.00,5,100,N/A,,30,
3687,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 29,Straight 29,Straight (29/59/89/119),Straight (29),60.00,5,100,N/A,,30,
3688,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 30,Straight 30,Straight (29/59/89/119),Straight (30),60.00,5,100,N/A,,30,
3689,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 31,Straight 31,Straight (29/59/89/119),Straight (31),60.00,5,100,N/A,,30,
3690,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 32,Straight 32,Straight (29/59/89/119),Straight (32),60.00,5,100,N/A,,30,
3691,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 33,Straight 33,Straight (29/59/89/119),Straight (33),60.00,5,100,N/A,,30,
3692,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 34,Straight 34,Straight (29/59/89/119),Straight (34),60.00,5,100,N/A,,30,
3693,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 35,Straight 35,Straight (29/59/89/119),Straight (35),60.00,5,100,N/A,,30,
3694,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 36,Straight 36,Straight (29/59/89/119),Straight (36),60.00,5,100,N/A,,30,
3695,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 0,Straight 0,Straight (29/59/89/119),Straight (0),90.00,5,100,N/A,,30,
3696,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 1,Straight 1,Straight (29/59/89/119),Straight (1),90.00,5,100,N/A,,30,
3697,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 2,Straight 2,Straight (29/59/89/119),Straight (2),90.00,5,100,N/A,,30,
3698,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 3,Straight 3,Straight (29/59/89/119),Straight (3),90.00,5,100,N/A,,30,
3699,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 4,Straight 4,Straight (29/59/89/119),Straight (4),90.00,5,100,N/A,,30,
3700,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 5,Straight 5,Straight (29/59/89/119),Straight (5),90.00,5,100,N/A,,30,
3701,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 6,Straight 6,Straight (29/59/89/119),Straight (6),90.00,5,100,N/A,,30,
3702,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 7,Straight 7,Straight (29/59/89/119),Straight (7),90.00,5,100,N/A,,30,
3703,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 8,Straight 8,Straight (29/59/89/119),Straight (8),90.00,5,100,N/A,,30,
3704,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 9,Straight 9,Straight (29/59/89/119),Straight (9),90.00,5,100,N/A,,30,
3705,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 10,Straight 10,Straight (29/59/89/119),Straight (10),90.00,5,100,N/A,,30,
3706,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 11,Straight 11,Straight (29/59/89/119),Straight (11),90.00,5,100,N/A,,30,
3707,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 12,Straight 12,Straight (29/59/89/119),Straight (12),90.00,5,100,N/A,,30,
3708,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 13,Straight 13,Straight (29/59/89/119),Straight (13),90.00,5,100,N/A,,30,
3709,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 14,Straight 14,Straight (29/59/89/119),Straight (14),90.00,5,100,N/A,,30,
3710,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 15,Straight 15,Straight (29/59/89/119),Straight (15),90.00,5,100,N/A,,30,
3711,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 16,Straight 16,Straight (29/59/89/119),Straight (16),90.00,5,100,N/A,,30,
3712,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 17,Straight 17,Straight (29/59/89/119),Straight (17),90.00,5,100,N/A,,30,
3713,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 18,Straight 18,Straight (29/59/89/119),Straight (18),90.00,5,100,N/A,,30,
3714,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 19,Straight 19,Straight (29/59/89/119),Straight (19),90.00,5,100,N/A,,30,
3715,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 20,Straight 20,Straight (29/59/89/119),Straight (20),90.00,5,100,N/A,,30,
3716,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 21,Straight 21,Straight (29/59/89/119),Straight (21),90.00,5,100,N/A,,30,
3717,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 22,Straight 22,Straight (29/59/89/119),Straight (22),90.00,5,100,N/A,,30,
3718,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 23,Straight 23,Straight (29/59/89/119),Straight (23),90.00,5,100,N/A,,30,
3719,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 24,Straight 24,Straight (29/59/89/119),Straight (24),90.00,5,100,N/A,,30,
3720,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 25,Straight 25,Straight (29/59/89/119),Straight (25),90.00,5,100,N/A,,30,
3721,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 26,Straight 26,Straight (29/59/89/119),Straight (26),90.00,5,100,N/A,,30,
3722,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 27,Straight 27,Straight (29/59/89/119),Straight (27),90.00,5,100,N/A,,30,
3723,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 28,Straight 28,Straight (29/59/89/119),Straight (28),90.00,5,100,N/A,,30,
3724,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 29,Straight 29,Straight (29/59/89/119),Straight (29),90.00,5,100,N/A,,30,
3725,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 30,Straight 30,Straight (29/59/89/119),Straight (30),90.00,5,100,N/A,,30,
3726,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 31,Straight 31,Straight (29/59/89/119),Straight (31),90.00,5,100,N/A,,30,
3727,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 32,Straight 32,Straight (29/59/89/119),Straight (32),90.00,5,100,N/A,,30,
3728,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 33,Straight 33,Straight (29/59/89/119),Straight (33),90.00,5,100,N/A,,30,
3729,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 34,Straight 34,Straight (29/59/89/119),Straight (34),90.00,5,100,N/A,,30,
3730,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 35,Straight 35,Straight (29/59/89/119),Straight (35),90.00,5,100,N/A,,30,
3731,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 36,Straight 36,Straight (29/59/89/119),Straight (36),90.00,5,100,N/A,,30,
3732,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 0,Straight 0,Straight (29/59/89/119),Straight (0),120.00,5,100,N/A,,30,
3733,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 1,Straight 1,Straight (29/59/89/119),Straight (1),120.00,5,100,N/A,,30,
3734,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 2,Straight 2,Straight (29/59/89/119),Straight (2),120.00,5,100,N/A,,30,
3735,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 3,Straight 3,Straight (29/59/89/119),Straight (3),120.00,5,100,N/A,,30,
3736,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 4,Straight 4,Straight (29/59/89/119),Straight (4),120.00,5,100,N/A,,30,
3737,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 5,Straight 5,Straight (29/59/89/119),Straight (5),120.00,5,100,N/A,,30,
3738,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 6,Straight 6,Straight (29/59/89/119),Straight (6),120.00,5,100,N/A,,30,
3739,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 7,Straight 7,Straight (29/59/89/119),Straight (7),120.00,5,100,N/A,,30,
3740,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 8,Straight 8,Straight (29/59/89/119),Straight (8),120.00,5,100,N/A,,30,
3741,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 9,Straight 9,Straight (29/59/89/119),Straight (9),120.00,5,100,N/A,,30,
3742,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 10,Straight 10,Straight (29/59/89/119),Straight (10),120.00,5,100,N/A,,30,
3743,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 11,Straight 11,Straight (29/59/89/119),Straight (11),120.00,5,100,N/A,,30,
3744,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 12,Straight 12,Straight (29/59/89/119),Straight (12),120.00,5,100,N/A,,30,
3745,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 13,Straight 13,Straight (29/59/89/119),Straight (13),120.00,5,100,N/A,,30,
3746,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 14,Straight 14,Straight (29/59/89/119),Straight (14),120.00,5,100,N/A,,30,
3747,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 15,Straight 15,Straight (29/59/89/119),Straight (15),120.00,5,100,N/A,,30,
3748,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 16,Straight 16,Straight (29/59/89/119),Straight (16),120.00,5,100,N/A,,30,
3749,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 17,Straight 17,Straight (29/59/89/119),Straight (17),120.00,5,100,N/A,,30,
3750,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 18,Straight 18,Straight (29/59/89/119),Straight (18),120.00,5,100,N/A,,30,
3751,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 19,Straight 19,Straight (29/59/89/119),Straight (19),120.00,5,100,N/A,,30,
3752,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 20,Straight 20,Straight (29/59/89/119),Straight (20),120.00,5,100,N/A,,30,
3753,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 21,Straight 21,Straight (29/59/89/119),Straight (21),120.00,5,100,N/A,,30,
3754,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 22,Straight 22,Straight (29/59/89/119),Straight (22),120.00,5,100,N/A,,30,
3755,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 23,Straight 23,Straight (29/59/89/119),Straight (23),120.00,5,100,N/A,,30,
3756,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 24,Straight 24,Straight (29/59/89/119),Straight (24),120.00,5,100,N/A,,30,
3757,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 25,Straight 25,Straight (29/59/89/119),Straight (25),120.00,5,100,N/A,,30,
3758,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 26,Straight 26,Straight (29/59/89/119),Straight (26),120.00,5,100,N/A,,30,
3759,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 27,Straight 27,Straight (29/59/89/119),Straight (27),120.00,5,100,N/A,,30,
3760,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 28,Straight 28,Straight (29/59/89/119),Straight (28),120.00,5,100,N/A,,30,
3761,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 29,Straight 29,Straight (29/59/89/119),Straight (29),120.00,5,100,N/A,,30,
3762,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 30,Straight 30,Straight (29/59/89/119),Straight (30),120.00,5,100,N/A,,30,
3763,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 31,Straight 31,Straight (29/59/89/119),Straight (31),120.00,5,100,N/A,,30,
3764,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 32,Straight 32,Straight (29/59/89/119),Straight (32),120.00,5,100,N/A,,30,
3765,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 33,Straight 33,Straight (29/59/89/119),Straight (33),120.00,5,100,N/A,,30,
3766,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 34,Straight 34,Straight (29/59/89/119),Straight (34),120.00,5,100,N/A,,30,
3767,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 35,Straight 35,Straight (29/59/89/119),Straight (35),120.00,5,100,N/A,,30,
3768,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Straight 36,Straight 36,Straight (29/59/89/119),Straight (36),120.00,5,100,N/A,,30,
3769,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (0,1)",Split (0 1),Split,"Split (0,1)",18,5,200,N/A,,30,
3770,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (0,2)",Split (0 2),Split,"Split (0,2)",18,5,200,N/A,,30,
3771,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (0,3)",Split (0 3),Split,"Split (0,3)",18,5,200,N/A,,30,
3772,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (1,,2)",Split (1  2),Split,"Split (1,2)",18,5,200,N/A,,30,
3773,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (1,4)",Split (1 4),Split,"Split (1,4)",18,5,200,N/A,,30,
3774,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (2,3)",Split (2 3),Split,"Split (2,3)",18,5,200,N/A,,30,
3775,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (2,5)",Split (2 5),Split,"Split (2,5)",18,5,200,N/A,,30,
3776,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (3,6)",Split (3 6),Split,"Split (3,6)",18,5,200,N/A,,30,
3777,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (4,5)",Split (4 5),Split,"Split (4,5)",18,5,200,N/A,,30,
3778,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (4,7)",Split (4 7),Split,"Split (4,7)",18,5,200,N/A,,30,
3779,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (5,6)",Split (5 6),Split,"Split (5,6)",18,5,200,N/A,,30,
3780,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (5,8)",Split (5 8),Split,"Split (5,8)",18,5,200,N/A,,30,
3781,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (6,9)",Split (6 9),Split,"Split (6,9)",18,5,200,N/A,,30,
3782,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (7,8)",Split (7 8),Split,"Split (7,8)",18,5,200,N/A,,30,
3783,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (7,10)",Split (7 10),Split,"Split (7,10)",18,5,200,N/A,,30,
3784,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (8,9)",Split (8 9),Split,"Split (8,9)",18,5,200,N/A,,30,
3785,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (8,11)",Split (8 11),Split,"Split (8,11)",18,5,200,N/A,,30,
3786,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (9,12)",Split (9 12),Split,"Split (9,12)",18,5,200,N/A,,30,
3787,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (10,11)",Split (10 11),Split,"Split (10,11)",18,5,200,N/A,,30,
3788,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (12,13)",Split (12 13),Split,"Split (10,13)",18,5,200,N/A,,30,
3789,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (11,12)",Split (11 12),Split,"Split (11,12)",18,5,200,N/A,,30,
3790,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (11,14)",Split (11 14),Split,"Split (11,14)",18,5,200,N/A,,30,
3791,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (12,15)",Split (12 15),Split,"Split (12,15)",18,5,200,N/A,,30,
3792,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (13,14)",Split (13 14),Split,"Split (13,14)",18,5,200,N/A,,30,
3793,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (13,16)",Split (13 16),Split,"Split (13,16)",18,5,200,N/A,,30,
3794,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (14,15)",Split (14 15),Split,"Split (14,15)",18,5,200,N/A,,30,
3795,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (14,17)",Split (14 17),Split,"Split (14,17)",18,5,200,N/A,,30,
3796,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (15,18)",Split (15 18),Split,"Split (15,18)",18,5,200,N/A,,30,
3797,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (16,17)",Split (16 17),Split,"Split (16,17)",18,5,200,N/A,,30,
3798,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (16,19)",Split (16 19),Split,"Split (16,19)",18,5,200,N/A,,30,
3799,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (17,18)",Split (17 18),Split,"Split (17,18)",18,5,200,N/A,,30,
3800,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (17,20)",Split (17 20),Split,"Split (17,20)",18,5,200,N/A,,30,
3801,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (18,21)",Split (18 21),Split,"Split (18,21)",18,5,200,N/A,,30,
3802,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (19,20)",Split (19 20),Split,"Split (19,20)",18,5,200,N/A,,30,
3803,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (19,22)",Split (19 22),Split,"Split (19,22)",18,5,200,N/A,,30,
3804,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (20,21)",Split (20 21),Split,"Split (20,21)",18,5,200,N/A,,30,
3805,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (20,23)",Split (20 23),Split,"Split (20,23)",18,5,200,N/A,,30,
3806,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (21,24)",Split (21 24),Split,"Split (21,24)",18,5,200,N/A,,30,
3807,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (22,23)",Split (22 23),Split,"Split (22,23)",18,5,200,N/A,,30,
3808,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (22,25)",Split (22 25),Split,"Split (22,25)",18,5,200,N/A,,30,
3809,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (23,24)",Split (23 24),Split,"Split (23,24)",18,5,200,N/A,,30,
3810,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (23,26)",Split (23 26),Split,"Split (23,26)",18,5,200,N/A,,30,
3811,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (24,27)",Split (24 27),Split,"Split (24,27)",18,5,200,N/A,,30,
3812,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (25,26)",Split (25 26),Split,"Split (25,26)",18,5,200,N/A,,30,
3813,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (25,28)",Split (25 28),Split,"Split (25,28)",18,5,200,N/A,,30,
3814,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (26,27)",Split (26 27),Split,"Split (26,27)",18,5,200,N/A,,30,
3815,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (26,29)",Split (26 29),Split,"Split (26,29)",18,5,200,N/A,,30,
3816,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (27,30)",Split (27 30),Split,"Split (27,30)",18,5,200,N/A,,30,
3817,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (28,29)",Split (28 29),Split,"Split (28,29)",18,5,200,N/A,,30,
3818,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (28,31)",Split (28 31),Split,"Split (28,31)",18,5,200,N/A,,30,
3819,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (29,30)",Split (29 30),Split,"Split (29,30)",18,5,200,N/A,,30,
3820,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (29,32)",Split (29 32),Split,"Split (29,32)",18,5,200,N/A,,30,
3821,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (30,33)",Split (30 33),Split,"Split (30,33)",18,5,200,N/A,,30,
3822,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (31,32)",Split (31 32),Split,"Split (31,32)",18,5,200,N/A,,30,
3823,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (31,34)",Split (31 34),Split,"Split (31,34)",18,5,200,N/A,,30,
3824,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (32,33)",Split (32 33),Split,"Split (32,33)",18,5,200,N/A,,30,
3825,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (32,35)",Split (32 35),Split,"Split (32,35)",18,5,200,N/A,,30,
3826,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (33,36)",Split (33 36),Split,"Split (33,36)",18,5,200,N/A,,30,
3827,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (34,35)",Split (34 35),Split,"Split (34,35)",18,5,200,N/A,,30,
3828,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Split (35,36)",Split (35 36),Split,"Split (35,36)",18,5,200,N/A,,30,
3829,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Trio (0,1,2)",Trio (0 1 2),Street/Trio,"Trio (0,1,2)",12,5,300,N/A,,30,
3830,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Trio (0,2,3)",Trio (0 2 3),Street/Trio,"Trio (0,2,3)",12,5,300,N/A,,30,
3831,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (1,2,3)",Street (1 2 3),Street/Trio,"Street (1,2,3)",12,5,300,N/A,,30,
3832,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (4,5,6)",Street (4 5 6),Street/Trio,"Street (4,5,6)",12,5,300,N/A,,30,
3833,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (7,8,9)",Street (7 8 9),Street/Trio,"Street (7,8,9)",12,5,300,N/A,,30,
3834,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (10,11,12)",Street (10 11 12),Street/Trio,"Street (10,11,12)",12,5,300,N/A,,30,
3835,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (13,14,15)",Street (13 14 15),Street/Trio,"Street (13,14,15)",12,5,300,N/A,,30,
3836,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (16,17,18)",Street (16 17 18),Street/Trio,"Street (16,17,18)",12,5,300,N/A,,30,
3837,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (19,20,21)",Street (19 20 21),Street/Trio,"Street (19,20,21)",12,5,300,N/A,,30,
3838,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (22,23,24)",Street (22 23 24),Street/Trio,"Street (22,23,24)",12,5,300,N/A,,30,
3839,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (25,26,27)",Street (25 26 27),Street/Trio,"Street (25,26,27)",12,5,300,N/A,,30,
3840,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (28,29,30)",Street (28 29 30),Street/Trio,"Street (28,29,30)",12,5,300,N/A,,30,
3841,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (31,32,33)",Street (31 32 33),Street/Trio,"Street (31,32,33)",12,5,300,N/A,,30,
3842,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Street (34,35,36)",Street (34 35 36),Street/Trio,"Street (34,35,36)",12,5,300,N/A,,30,
3843,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,Four,Four,Corner,"Four (0,1,2,3)",9,5,400,N/A,,30,
3844,FUN88,GD,Roulette,Roulette,Roulette,Roulette,5,1000,"Corner (1,2,4,5)",Corner (1 2 4 5),Corner,"Corner (1,2,4,5)",9,5,400,N/A,,30,
